Kanji,YuetPing
㬁,caap
㮑,caap
䵽,caap
囃,caap/zaa
扱,caap/kap
挿,caap
插,caap
揷,caap
疀,caap
臿,caap
遪,caap
鍤,caap
㔍,caat
㕞,caat
㺚,caat
䃰,caat
䕓,caat
䫄,caat
䵵,caat
䶪,caat
刷,caat/saat
刹,caat/saat
剎,caat/saat
唰,caat/syut
嚓,caat
察,caat
擦,caat
攃,caat/saat
檫,caat
歘,caat/fat
獺,caat/taat
礤,caat
礸,caat
詧,caat
𩟔,caat
㶤,caau
㷅,caau
䎐,caau
䩌,caau/ciu
䫸,caau
䰫,caau
仦,caau
仯,caau
剿,caau/ziu
劋,caau/ziu
勦,caau/ziu
吵,caau
巢,caau/dau
巣,caau
抄,caau
搐,caau/cuk
樔,caau/ziu
毮,caau
漅,caau/ziu
炒,caau
焣,caau/zeoi
煼,caau
窲,caau
綽,caau/coek
罺,caau
耖,caau
肏,caau/cou
觘,caau
訬,caau/miu
轈,caau
鄛,caau
鈔,caau
𠳕,caau
𤙴,caau
𥊌,caau
𧣈,caau
㥉,cai
䀙,cai
䀸,cai
䀿,cai
䏅,cai
䟷,cai
䠠,cai
䶒,cai
亝,cai/zaai
傺,cai
凄,cai
切,cai/cit
妻,cai
屖,cai/sai
悽,cai
憏,cai/zai
懠,cai/zai
捿,cai
摖,cai
斉,cai
斊,cai
栖,cai/sai
棲,cai/sai
沏,cai/cit/keoi
泚,cai/ci
淒,cai
玼,cai/ci
璾,cai/zi
痸,cai
瘛,cai/kai/zai
癠,cai/zai/zik
矵,cai
砌,cai/cit
紪,cai
緀,cai
緕,cai
纃,cai
艩,cai
萋,cai
萕,cai
薺,cai/ci/zai
蠐,cai
褄,cai
迉,cai
郪,cai
釮,cai
銐,cai
霋,cai
霽,cai/zai
鱭,cai
鶈,cai
麡,cai
齊,cai/zaai/zai/zi
𠯦,cai
𣋠,cai
𪗆,cai
䔴,cak
墄,cak
廁,cak/ci/zak
畟,cak/cik/zik
㑴,cam
㓎,cam
㜄,cam
㜦,cam
㝲,cam
㝷,cam
㤈,cam
㽩,cam
㾛,cam
䈜,cam
䑣,cam
䒞,cam
䕭,cam/cim
䚀,cam
䚁,cam
䜟,cam
䜷,cam
䤁,cam
䤟,cam
䫖,cam
䰼,cam
侵,cam
吢,cam
吣,cam
唚,cam
噚,cam
墋,cam
夦,cam
嬠,cam
寑,cam
寢,cam
尋,cam
抋,cam
撏,cam/cim
攳,cam
曋,cam
枔,cam
桪,cam
棽,cam/sam
樳,cam
沈,cam/sam/zam
沉,cam/zam
浸,cam/zam
湛,cam/daam/taam/zaam
潯,cam
灊,cam/cim
燂,cam/cim/taam
燅,cam/cim
燖,cam
爓,cam/jim
琛,cam/sam
璕,cam
硶,cam
磣,cam
綅,cam/cim
莐,cam
蕁,cam/cim
蕈,cam/seon/taam
襑,cam/taam
覃,cam/taam
誛,cam
諃,cam
謲,cam
譖,cam/zam
賝,cam/sam
贂,cam
趻,cam
踸,cam
郴,cam/sam
鄩,cam
醦,cam
鈂,cam/zam
鋟,cam/cim/zim
鐔,cam/jam/taam
闖,cam/cong
霃,cam/muk
駸,cam
鬵,cam/cim
鮼,cam
鱏,cam
鱘,cam
𦅛,cam
𩂈,cam
𩖰,cam
㐱,can
㥲,can
㶊,can
䀼,can
䂧,can
䐜,can
䑐,can
䞋,can
䠳,can
䪾,can
偁,can/cing
儭,can
哂,can
嗔,can/zan
嚫,can
塵,can
姫,can
媇,can
寴,can
弞,can
弫,can
抮,can/hin/zan
抻,can
捵,can/din
昣,can
槙,can/zan
樄,can
櫬,can
瀙,can
畛,can/zan
疢,can
疹,can/zan
眕,can/zan
瞋,can
矤,can
矧,can
稱,can/cing
稹,can/zan
紾,can/zan
縝,can/zan
聄,can
胗,can/zan
蔯,can
薼,can
藽,can
螴,can
袗,can/zan
襯,can
覙,can
親,can
訠,can
診,can/zan
謓,can/zan
趁,can
趂,can/ji
軙,can
軫,can/zan
辴,can/zin
迧,can
阠,can/san/seon
陳,can/zan
頣,can
駗,can/leon
鬒,can/zan
黰,can/zan
齓,can
齔,can
𡤅,can
㓌,cang
㬝,cang
㲂,cang
䁬,cang
䉕,cang
增,cang/zang
層,cang
嶒,cang
曾,cang/zang
碀,cang
竀,cang/cing
竲,cang
繒,cang/zang
蹭,cang/sang
鄫,cang
靗,cang
驓,cang
㙫,cap
㞚,cap
㠍,cap
㣬,cap
䁒,cap
䅤,cap
䌌,cap/cip/zip
䌖,cap
䐕,cap
䙄,cap
咠,cap
嶯,cap
戢,cap/zap
揖,cap/jap
湁,cap
湒,cap/zap
潗,cap/zap
濈,cap/zap
緁,cap/zit
緝,cap
葺,cap
蓻,cap/guk
蕺,cap/zap
諿,cap/seoi
趿,cap/saap/taat
輯,cap
雴,cap
靸,cap/saap/taat
㐂,cat
㓒,cat
㓼,cat
㔑,cat
㭍,cat
㯃,cat
㲺,cat
䜉,cat
七,cat
柒,cat
桼,cat
漆,cat/cit
腟,cat
𠀁,cat
𨳍,cat
𫵱,cat
㑳,cau/zau
㗜,cau
㘜,cau
㥢,cau
㥮,cau/zau
㦞,cau
㨨,cau
㩅,cau
㮲,cau
㷕,cau
㿧,cau
䀺,cau
䆋,cau
䋺,cau
䌧,cau
䎿,cau
䏚,cau
䐐,cau
䔏,cau
䠓,cau
䨂,cau
䪮,cau
䯾,cau
䲖,cau
丑,cau
仇,cau/kau/sau
侴,cau
偢,cau/ciu
傶,cau/cik
儔,cau
凑,cau
吜,cau
唒,cau
嗅,cau/hung
嘼,cau
嚋,cau
囚,cau
奏,cau/zau
妯,cau/suk/zuk
婤,cau/zau
媝,cau
嬦,cau
崷,cau
幬,cau/dou/tou
恘,cau
惆,cau
愀,cau/ciu
憱,cau/cuk
懤,cau
抽,cau
揍,cau/zau
搊,cau
族,cau/zuk
杻,cau/nau
杽,cau
栦,cau
椆,cau/diu/zau
楱,cau
楸,cau
橻,cau
殠,cau
汓,cau
泅,cau/jau
渞,cau
湊,cau
湫,cau/zau/ziu
湭,cau
溴,cau
煪,cau
燽,cau
牰,cau/jau/zau
犨,cau/sau
犫,cau
珛,cau
疇,cau
瘳,cau
皗,cau
瞅,cau
矁,cau
秋,cau
秌,cau
稠,cau
穐,cau
篍,cau
篘,cau
簉,cau/cou/zou
籌,cau
糗,cau/hau/jau
紬,cau
絒,cau
綢,cau
緧,cau
腠,cau/zau
臭,cau
臰,cau
苬,cau
菗,cau
萩,cau
蔟,cau/coek/cuk/zuk
薵,cau
蘒,cau
蝤,cau/jau/zau
蝵,cau
螑,cau/jau
蟗,cau
蠤,cau
裯,cau/dou
詶,cau/zau
讎,cau/sau
讐,cau
趣,cau/ceoi/cuk
趥,cau/cuk
跾,cau/suk
躊,cau
輳,cau
逎,cau
遒,cau/jau
遚,cau
酋,cau/jau
酧,cau
酬,cau
醜,cau
醻,cau
雔,cau/sau
鞦,cau
鞧,cau
鬏,cau
魗,cau
鮂,cau
鯦,cau/gau/oi
鰌,cau
鰍,cau
鰽,cau
鶖,cau
齅,cau
龝,cau
𠑥,cau
𤅕,cau
𤧐,cau
𤴆,cau
𥤚,cau
𧽒,cau
𩄍,cau
𩡗,cau
𬑡,cau
㙦,ce
㚗,ce
㛗,ce
㨋,ce
㵔,ce
㾝,ce
䔑,ce
䞣,ce
䰩,ce
且,ce/ceoi/cou/zeoi
伬,ce
俥,ce
偖,ce
厁,ce
哆,ce/ci/do
唓,ce
奓,ce/ci/se/zaa
奢,ce/se
奲,ce/do
尺,ce/cek
扯,ce
撦,ce
斜,ce/je
檨,ce
灺,ce/se
炧,ce/se
硨,ce
笡,ce
莗,ce
蛼,ce
衺,ce
譇,ce/zaa
趄,ce/ceoi/cit/zeoi
車,ce/geoi
輋,ce/se
邪,ce/je
鋣,ce/je
𠳏,ce
𠾏,ce
𡌄,ce
𤉖,ce
𦳃,ce
䤲,cek
刺,cek/ci/cik/sik
叺,cek
呎,cek/jing cek
灻,cek
烾,cek
硳,cek
蚇,cek/cik
赤,cek/cik
𤆍,cek
𦬨,cek
夝,ceng/cing
晴,ceng/cing
清,ceng/cing
請,ceng/cing/king/zing
靑,ceng/cing
青,ceng/cing
㕑,ceoi/cyu
㜠,ceoi
㝮,ceoi
㪓,ceoi
㪜,ceoi
㯔,ceoi
㳃,ceoi
㵏,ceoi
㷃,ceoi
㸖,ceoi
㻟,ceoi
㿐,ceoi
䁦,ceoi
䃀,ceoi
䄟,ceoi
䈌,ceoi
䊫,ceoi
䍱,ceoi
䓚,ceoi
䕜,ceoi
䙑,ceoi
䜔,ceoi
䢫,ceoi
䥦,ceoi
䦤,ceoi
䧽,ceoi
䴝,ceoi
䶴,ceoi
伜,ceoi
伹,ceoi
俆,ceoi/syu
倅,ceoi/cyut/zeot
催,ceoi
凗,ceoi
刞,ceoi
卒,ceoi/cyut/zeot
取,ceoi/cou
吹,ceoi
哸,ceoi/seoi
啐,ceoi/seoi
啛,ceoi
嗺,ceoi
坥,ceoi
墔,ceoi
娶,ceoi/cou
屠,ceoi/tou
崔,ceoi
嶉,ceoi/zeoi
帨,ceoi/seoi
幮,ceoi/cyu
廚,ceoi/cyu
徐,ceoi
慛,ceoi
捶,ceoi
揣,ceoi/cyun
搥,ceoi
摧,ceoi
桘,ceoi
棰,ceoi/zeoi
椎,ceoi/zeoi
榱,ceoi/seoi
槌,ceoi
槯,ceoi
橇,ceoi/hiu/zyut
櫉,ceoi
櫥,ceoi/cyu
毳,ceoi/zyut
沝,ceoi/zeoi
沮,ceoi/zeoi
洒,ceoi/saa/sai/sin
涂,ceoi/tou
淬,ceoi/seoi
湷,ceoi
滁,ceoi/cyu
漼,ceoi
炊,ceoi
焠,ceoi/seoi
獕,ceoi
琗,ceoi
璀,ceoi
瓍,ceoi
疽,ceoi/zeoi
皠,ceoi
砠,ceoi/zeoi
磪,ceoi
竁,ceoi
箠,ceoi/seoi/zeoi
箤,ceoi
篨,ceoi/cyu
紣,ceoi
綷,ceoi/zeoi
縗,ceoi
翆,ceoi
翠,ceoi
耝,ceoi
脃,ceoi
脆,ceoi
脧,ceoi/zeoi/zoe/zyun
脺,ceoi/seoi
腄,ceoi
膗,ceoi
膪,ceoi/zaa
膬,ceoi
膵,ceoi/seoi
臎,ceoi
菙,ceoi
蒢,ceoi
蒣,ceoi
蛆,ceoi/zeoi
蜍,ceoi/cyu/syu
衰,ceoi/seoi
襊,ceoi
覰,ceoi
覷,ceoi
覻,ceoi
貙,ceoi/keoi/syu
趍,ceoi
趡,ceoi
趨,ceoi/cuk
躇,ceoi/cyu
躕,ceoi/cyu
遀,ceoi
鉏,ceoi/co/zeoi
錘,ceoi/seoi
鎚,ceoi
鏙,ceoi
除,ceoi/cyu/zyu
隋,ceoi/do
隨,ceoi
韢,ceoi
顀,ceoi
鬌,ceoi/do
魋,ceoi/teoi/zeoi
龡,ceoi
𡃴,ceoi
𢊍,ceoi/cyu
𣝦,ceoi
𥱥,ceoi
𧍒,ceoi/cyun
㖺,ceon
㫩,ceon
㫬,ceon
㵌,ceon
㶷,ceon
㻐,ceon
㿤,ceon
䋸,ceon
䏛,ceon
䐏,ceon
䖲,ceon
䙉,ceon
䞭,ceon
䞺,ceon
䡅,ceon
䦮,ceon
䮞,ceon
偆,ceon
嗪,ceon
堾,ceon
夋,ceon
媋,ceon
嫀,ceon/san
巡,ceon
廵,ceon
徇,ceon/seon
循,ceon
惷,ceon/cyun
旬,ceon
旾,ceon
春,ceon
暙,ceon
杊,ceon
杶,ceon
栒,ceon/seon
椿,ceon
橁,ceon
櫄,ceon
溱,ceon/zeon
灥,ceon/cyun
瑃,ceon
皴,ceon/seon
睶,ceon
秦,ceon
竣,ceon/zeon
竴,ceon
箺,ceon
紃,ceon/seon
膥,ceon
芚,ceon/teon/tyun
萅,ceon
萶,ceon
蓁,ceon/zeon
蝽,ceon
螓,ceon
蠢,ceon
賰,ceon/seon
踆,ceon/cyun/seon
輴,ceon
逡,ceon/seon
馴,ceon/seon
鰆,ceon
鶉,ceon/seon
鶞,ceon
𡻈,ceon
𢰦,ceon
𣇸,ceon
𪂹,ceon
㔘,ceot
㤕,ceot
䟣,ceot
䢺,ceot
出,ceot
岀,ceot
怵,ceot/seot/zeot
欪,ceot
焌,ceot/keoi/zeon/zeot
絀,ceot/zeot/zyut
黜,ceot/zeot/zyut
齣,ceot
㐶,ci
㒾,ci
㓨,ci
㔭,ci
㕽,ci
㖢,ci
㗠,ci
㘂,ci
㘹,ci
㚶,ci
㞖,ci
㞴,ci
㡹,ci
㢀,ci
㢁,ci
㢋,ci
㢮,ci
㤵,ci
㥡,ci
㫮,ci
㮛,ci
㰞,ci
㶴,ci
㷰,ci
㺈,ci
䂣,ci
䆅,ci
䇪,ci
䈘,ci
䊼,ci
䐡,ci
䗹,ci
䙙,ci
䙻,ci
䛂,ci
䛐,ci
䜄,ci
䞾,ci
䣫,ci
䧝,ci
䧳,ci
䨏,ci
䪧,ci
䬜,ci
䭣,ci
䮈,ci
䯸,ci
䰡,ci
䱨,ci
䲭,ci
䲿,ci
䳄,ci
䳐,ci
䶔,ci
䶵,ci
乨,ci
乲,ci
似,ci
佀,ci
佁,ci/ji
佌,ci
佽,ci
侈,ci
価,ci
偨,ci/zi
偫,ci/zi
儩,ci/si
兕,ci/zi
兘,ci
匙,ci/si
卶,ci
厠,ci
呞,ci/si
呲,ci/zi
哧,ci/cik
啻,ci
喜,ci/hei
嗤,ci
嘁,ci/cik
坘,ci
坻,ci/dai/zi
垐,ci
垑,ci
墀,ci
妛,ci
始,ci
姒,ci
姼,ci/si
娰,ci
媸,ci
嬨,ci
子,ci/zi
岻,ci
峙,ci/si/zi
幟,ci
庛,ci
弛,ci
彲,ci
徲,ci/tai
怾,ci/sik
恀,ci
恃,ci/si
恣,ci/zi
恥,ci
慈,ci
扡,ci/to
拸,ci/ji
持,ci
揓,ci/to
摛,ci
攡,ci
旘,ci
朿,ci
杘,ci
杝,ci/ji/lei/to/zi
杫,ci
杮,ci/fai
柌,ci
柹,ci
柿,ci
栨,ci
樆,ci/lei
次,ci/zi
此,ci
歭,ci/zi
歯,ci
汜,ci
池,ci/to
沶,ci/ji/si
治,ci/zi
泜,ci/zi
泤,ci
洍,ci/ji
漦,ci/lei/toi
澬,ci/zi
濨,ci
瀃,ci
熾,ci
珁,ci
瓷,ci
瓻,ci
甆,ci
疵,ci
痓,ci
痴,ci
癡,ci
皉,ci
眙,ci/ji
眵,ci
瞝,ci
矢,ci/si
磁,ci
礠,ci
祉,ci/zi
祠,ci
离,ci/lei
竾,ci
笞,ci
笶,ci
筂,ci
箈,ci
箎,ci
篪,ci
粚,ci
粢,ci/zi
糍,ci
糦,ci
絘,ci
絺,ci
縒,ci/cok
織,ci/zi/zik
翄,ci
翅,ci
翤,ci
翨,ci
耜,ci/zi
耻,ci
肔,ci
胔,ci/zi
胣,ci
胵,ci
臍,ci
茌,ci
茨,ci
茲,ci/zi
荎,ci
莿,ci
薋,ci
蚝,ci/hou
蚩,ci
蚳,ci
蛓,ci
螭,ci
蠀,ci/zik
袳,ci
裭,ci
褫,ci
訵,ci
訾,ci/zi
詞,ci
誃,ci
誺,ci/loi
謘,ci/zi
謻,ci
豕,ci
貾,ci
賜,ci
赿,ci
趀,ci
趐,ci/hyut
趑,ci/zi
跢,ci/daai/do
跮,ci/zi
跱,ci/si/zi
踅,ci/cyut/jyut/zai/zit/zyut
踟,ci
踶,ci/dai/tai/zi
辝,ci
辤,ci
辭,ci
迡,ci/nai
遅,ci
遟,ci
遲,ci/zi
郗,ci/hei
鈭,ci/zi
鈶,ci/zi
鉹,ci/ji
雌,ci
颸,ci/si
飺,ci
餈,ci
饎,ci
馳,ci
骴,ci/zi
髊,ci/zi
魑,ci/lei
鮆,ci/zai
鴜,ci
鴟,ci
鵄,ci
鶿,ci
鷀,ci
黐,ci
齒,ci
齝,ci
齹,ci/co
𠕞,ci
𠤣,ci
𡞰,ci
𡷑,ci
𢡠,ci
𣸆,ci
𤧹,ci
𤷫,ci
𥔵,ci
𦐑,ci
𦙼,ci
𦴢,ci
𧶽,ci
𨐒,ci
𨦉,ci
𨨲,ci
𨫞,ci
𩶅,ci
𩼰,ci
慈,ci
㞝,cik
㡿,cik
㥻,cik
㰗,cik
㽚,cik
䂨,cik
䔩,cik
䗩,cik
䚍,cik
䟄,cik
䳵,cik
侙,cik
勅,cik
勑,cik
叱,cik
呹,cik/jat
嘯,cik/siu
彳,cik
恜,cik/sik
慗,cik
慼,cik
慽,cik
戚,cik/cuk
抶,cik
捇,cik/waak
摵,cik/saak/sik
敕,cik
斥,cik
晰,cik/sik
析,cik/sik
栻,cik/sik
槭,cik/saak/zuk
淔,cik/zik
皵,cik/coek
磧,cik/zaak/zaat/zik
磩,cik
蚸,cik
螫,cik/sik
趩,cik
遫,cik
鉓,cik
鏚,cik
飭,cik/sik
飾,cik/sik
鶒,cik
鷘,cik
鼜,cik
𠮟,cik
𢇛,cik
𢘛,cik
𥄎,cik
𦭐,cik
𪆵,cik
㑒,cim
㔐,cim
㔾,cim/zit
㙴,cim
㚧,cim
㚲,cim
㜞,cim
㟻,cim
㩥,cim
㰇,cim
㰊,cim
㶣,cim
㺤,cim
㾆,cim
䁮,cim
䃱,cim
䃸,cim
䆎,cim
䊱,cim
䊴,cim
䠨,cim
䩎,cim
䪜,cim
䯭,cim
䯹,cim
佔,cim/zim
僉,cim
僭,cim/zim
厱,cim/laam
塹,cim
壍,cim
嬐,cim
嬱,cim
孅,cim
幨,cim/zim
憸,cim
撍,cim
攕,cim/saam
暹,cim
枮,cim/zam
槧,cim
橬,cim
櫼,cim/zim
殱,cim
殲,cim
汘,cim
潛,cim
濳,cim
瀸,cim/zim
簽,cim
籖,cim
籤,cim
繊,cim
纎,cim
纖,cim
菼,cim/taam
薟,cim/him/lim
虃,cim/zim
襜,cim/sim/zim
覘,cim/zim
誗,cim
諂,cim
譣,cim/him
讇,cim
鉆,cim/zyun
銛,cim
銽,cim
鋓,cim
錟,cim/taam/taan
鏲,cim
鐱,cim/gim
鑯,cim/zim
韂,cim
韯,cim
韱,cim
𠠬,cim
𥽋,cim
𨗴,cim
㕓,cin
㙻,cin
㢆,cin
㢟,cin
㣤,cin
䀒,cin
䉦,cin
䊹,cin
䙲,cin
䙴,cin
䢬,cin
䢴,cin
䣑,cin
䥀,cin
䧖,cin
䩶,cin
䵐,cin
仟,cin
俴,cin
偂,cin
刋,cin
前,cin
千,cin
嘽,cin/taan/zin
囅,cin/zin
圱,cin
圲,cin
壥,cin
奷,cin
媊,cin/zin
幝,cin/zin
廛,cin
扦,cin
拪,cin
斺,cin
杄,cin
梴,cin
榐,cin/nin/zan/zin
櫏,cin
歬,cin
淺,cin/zin
湹,cin
瀍,cin
灛,cin/zin
燀,cin/daan/zin
硟,cin
緾,cin
繟,cin/taan
繵,cin/daan/zin
纏,cin/zin
纒,cin
芊,cin
蕆,cin/zin
譂,cin
谸,cin
踐,cin/zin
躔,cin
躚,cin/sin
遷,cin
鄽,cin
釺,cin
銭,cin
錢,cin/zin
闡,cin/sin/zin
阡,cin
韆,cin
騚,cin
𤣳,cin
𥗛,cin
𦒘,cin
𦭛,cin
兛,cin hak
瓩,cin ngaa
竏,cin sing
𥪕,cin sing
㐼,cing
㛵,cing
㣒,cing
㵾,cing
䄇,cing
䇸,cing
䕝,cing
䗀,cing
䝼,cing/zing
䞓,cing
䨝,cing
丞,cing/sing
侱,cing
倩,cing/sin
僜,cing
儬,cing
凊,cing/zing
呈,cing
圊,cing
埕,cing
塣,cing
寈,cing
庱,cing
徎,cing
徵,cing/zi/zing
悜,cing
情,cing
憕,cing
懲,cing
成,cing/seng/sing
承,cing/sing
拯,cing
掅,cing
暒,cing
檉,cing
殑,cing/ging/king
氰,cing
氶,cing/sing/zing
浧,cing/jing
淸,cing
澂,cing
澄,cing/dang
濪,cing
瀓,cing
爯,cing
珵,cing
甠,cing
睈,cing
碃,cing
秤,cing/ping
程,cing
穪,cing
粁,cing
緽,cing
脭,cing
腈,cing
菁,cing/zing
虰,cing/ding
蜻,cing
蟳,cing
蟶,cing
裎,cing
赬,cing/zing
逞,cing
郢,cing/jing
郬,cing
酲,cing
阷,cing
靘,cing
頳,cing
餳,cing/tong
騁,cing/ping
鯖,cing/zaang/zing
鼱,cing/zing
𢌥,cing
𣽿,cing
𤦭,cing
𤩏,cing
𤲟,cing
𦻓,cing
㒤,cip
㤴,cip
㳧,cip
䧪,cip
呫,cip/tip/zim
唼,cip/saap/zaap/zit
妾,cip
捷,cip/zit
淁,cip
穕,cip
菨,cip/zip
詀,cip/zaam/zim
謵,cip/zaap
踥,cip/sip
迠,cip
鍓,cip
鏶,cip/zaap
鯜,cip
𣠺,cip
𤊿,cip
㗫,cit
㬚,cit
䒆,cit
䚢,cit
䟙,cit
勶,cit
屮,cit
徹,cit
懘,cit/dai/ding
掣,cit/zai
撤,cit
柣,cit/dit
澈,cit
焎,cit
爡,cit
瞮,cit
聅,cit
聺,cit
苆,cit
蔎,cit
設,cit
轍,cit
屮,cit
㡑,ciu
㯧,ciu
㴥,ciu
䇌,ciu
䫿,ciu
䵲,ciu
俏,ciu
僺,ciu
削,ciu/soek
劁,ciu
嫶,ciu/ziu
峭,ciu
嶕,ciu
嶣,ciu
巐,ciu
巶,ciu
帩,ciu
幧,ciu
弨,ciu
怊,ciu/tiu
悄,ciu
憔,ciu
摷,ciu/ziu
昭,ciu/ziu
晁,ciu/siu
朝,ciu/ziu/zyu
樵,ciu
橾,ciu/sou/syu
櫵,ciu
欩,ciu
潐,ciu/ziu
潮,ciu
炤,ciu/ziu
煍,ciu/ziu
燋,ciu/ziu
牊,ciu
琑,ciu
癄,ciu
眧,ciu
睄,ciu/saau
瞧,ciu
繰,ciu/sou/zou
肖,ciu/siu
菬,ciu/ziu
藮,ciu
誚,ciu/ziu
譙,ciu/ziu
超,ciu
踃,ciu/siu
釗,ciu/ziu
釥,ciu
鉊,ciu/ziu
鍣,ciu/ziu
鍫,ciu
鍬,ciu
鐎,ciu/ziu
鐰,ciu/cou
陗,ciu
鞘,ciu/saau
鞩,ciu
韒,ciu
顦,ciu
駋,ciu/ziu
麨,ciu
鼂,ciu/ziu
𢁾,ciu
𣶃,ciu
𣸬,ciu
𪍑,ciu
㐥,co
㗙,co
㭫,co
㽨,co
㿷,co
䂳,co
䅳,co
䑘,co
䙘,co
䜴,co
䟶,co
䠂,co
䠡,co
䣜,co
䥘,co
䥚,co
䰈,co
䴾,co
侳,co/zo
傞,co/so
儊,co
初,co
剉,co
剒,co/cok
坐,co/zo
夎,co/zeoi
媰,co
嵯,co
嵳,co
挫,co
搓,co
椘,co
楚,co
檚,co
濋,co
犓,co
瑳,co
璴,co
痤,co
睉,co
矬,co
硰,co/saa
磋,co
礎,co
耡,co
脞,co
芻,co
莏,co/so
莝,co
蒫,co/ze/zi
蒭,co
蓌,co
蔖,co/zaa
虘,co
豠,co
蹉,co
遳,co
鄼,co/zaan
酇,co/zaan/zyun
醝,co
銼,co
鋤,co
錯,co/cok/cou/laap
雛,co
鶵,co
鹺,co
齭,co
齼,co
𠪴,co
𡢟,co
𢶷,co
𣕑,co
𦷝,co
𨭣,co
㔬,coek
㚟,coek
㪕,coek/diu
㪬,coek
㲋,coek
䇎,coek
䓬,coek
倬,coek/zoek
卓,coek/cok/zoek
噱,coek/hoe/kek/koek
娖,coek/cuk
婥,coek
婼,coek/je/ji/joek
戳,coek/cok/zoek
桌,coek/zaau/zoek
棤,coek/sik
棹,coek/zaau/zoek
汋,coek/joek/zoek
淖,coek/naau/zoek
灂,coek/ziu/zok
灼,coek/zoek
焯,coek/zoek
獡,coek/sik/soek
碏,coek
磭,coek
穛,coek/zuk
窧,coek
繛,coek
芍,coek/zoek
趞,coek
趠,coek
踔,coek/diu
辵,coek
逴,coek
鵲,coek/zoek
𠦝,coek
𢂚,coek
𥇍,coek
𦋐,coek
㘟,coeng
㘯,coeng
㙊,coeng
㟄,coeng
䅛,coeng
䆫,coeng
䔗,coeng
䗉,coeng
䞎,coeng
䠆,coeng
䤌,coeng
䥊,coeng
䩨,coeng
䮖,coeng
䯴,coeng
䵁,coeng
仧,coeng
仩,coeng
倡,coeng
兏,coeng
唱,coeng
嗆,coeng
囪,coeng/cung/tung
囱,coeng/cung
場,coeng
塲,coeng
墏,coeng
墻,coeng
娼,coeng
嬙,coeng
將,coeng/zoeng
嶈,coeng
庠,coeng
廧,coeng
悵,coeng/zoeng
戕,coeng
戧,coeng
搶,coeng/cong
摐,coeng/cung
摤,coeng
斨,coeng
昌,coeng
昶,coeng/cong
晿,coeng
暢,coeng
椙,coeng
檣,coeng
淐,coeng
焻,coeng
熗,coeng
牄,coeng
牆,coeng
牎,coeng
牕,coeng
猖,coeng
琩,coeng
瑒,coeng/dong/joeng
瑲,coeng
瓺,coeng
畼,coeng
磢,coeng/cong/saang
祥,coeng
窓,coeng
窗,coeng
窻,coeng
箐,coeng/sin/zing
篬,coeng
絴,coeng
羊,coeng/joeng
羥,coeng/koeng
翔,coeng
腸,coeng
膓,coeng
艢,coeng
菖,coeng
萇,coeng
薔,coeng/sik
蘠,coeng
裮,coeng
詳,coeng/joeng
誯,coeng
謒,coeng
蹌,coeng
蹡,coeng
鋹,coeng/cong
錆,coeng
錩,coeng
鏘,coeng
長,coeng/zoeng
镸,coeng
閶,coeng
闛,coeng/tong
韔,coeng
鬯,coeng
鯧,coeng
鶬,coeng/cong
鼚,coeng
𡤑,coeng
𢒑,coeng
𣈱,coeng
𥚕,coeng
𥦬,coeng
𨫥,coeng
𪂇,coeng
𠻘,coet/zoet
㐧,coi
㒲,coi
㗷,coi
㘔,coi
㥒,coi
䌨,coi
䌽,coi
䐆,coi
䣋,coi
䰂,coi
䴭,coi
倸,coi
啋,coi
埰,coi
塞,coi/sak
婇,coi
宷,coi/sam
寀,coi
彩,coi
才,coi
採,coi
材,coi
棌,coi
毝,coi
睬,coi
簺,coi
綵,coi
縩,coi
纔,coi
茝,coi/zi
茞,coi/zi
菜,coi
蔡,coi/saat
裁,coi
財,coi
賽,coi
采,coi
𠆫,coi
𡤐,coi
𡧳,coi
𣶶,coi
𤊕,coi
𦹮,coi
䱜,cok
擉,cok/cuk/zuk
莡,cok
逪,cok
㒉,cong
㡖,cong
㫤,cong
㵴,cong
㶓,cong
㼽,cong
䃥,cong
䄝,cong
䅮,cong
䒙,cong
䚎,cong
䚒,cong
䢢,cong
䭚,cong
䱽,cong
仺,cong
倉,cong
傸,cong
僘,cong
凔,cong
刅,cong
刱,cong
剏,cong
剙,cong
創,cong
厰,cong
嵢,cong
幢,cong/dung/tong/zong
床,cong
廠,cong
惝,cong/tong
愴,cong
戃,cong/tong
撞,cong/zong
敞,cong
橦,cong/tung
欌,cong
氅,cong
滄,cong
濸,cong
牀,cong
獊,cong
疒,cong/nak/nik
瘡,cong
膧,cong/tung
臧,cong/zong
艙,cong
蒼,cong
蔵,cong
藏,cong/zong
螥,cong
賶,cong
鑶,cong
駔,cong/zong/zou
𡡢,cong
𢠵,cong/tong
㜖,cou
㯥,cou
䄚,cou
䆆,cou
䎭,cou
䏆,cou
䐬,cou
䢐,cou
䣯,cou
䥄,cou
傮,cou/zou
儲,cou/cyu
厝,cou
喿,cou
嘈,cou
噪,cou
嶆,cou
徂,cou
怚,cou/zeoi
愺,cou
慅,cou/sou
慥,cou/zou
懆,cou
措,cou
撡,cou
操,cou
晠,cou
曹,cou
曺,cou
槽,cou
殂,cou
氉,cou/sou
漕,cou
澡,cou/zou
煰,cou
燥,cou
瘄,cou
矂,cou
粗,cou
糙,cou
聚,cou/zeoi
艚,cou
艸,cou/mong
草,cou
蓸,cou
蔍,cou/luk
螬,cou
褿,cou
襙,cou
觕,cou
譟,cou
